task_id,simulation_id,reuse_count,stage,seed,protocol,speed,load,load_side,pulse,ablations,mt_mode,impaired_mt_routes,challenged_routes,fast_mode,label
F-a7b5b899eca7c307,sim-cf2eab2cc7e2db65a1e207e6e2f16033676d2e3a4bbca571664b2c45bd91cd4d,11,F,601,pulse,high,bilateral_high,L,none,V1Ia,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M0
F-825b6c49a50af97f,sim-ec54d9cddddd7b2c932b65b76bfd3499ec0727d7e52c4bed5fc828d8e9fd06b6,11,F,601,pulse,high,bilateral_high,L,excitatory,V1Ia,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M0
F-efac9389bd829c13,sim-e82385f7b1b8eb69900a8963eae4171fd93bdc8a5c06b102cc481e1cf7de1013,11,F,601,pulse,high,bilateral_high,L,inhibitory,V1Ia,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M0
F-a93cd5f986f0239d,sim-39a4472422fd8efedd44844d75c93f755d991c204fd19856644934d2887d73e0,1,F,601,pulse,low,normal,L,none,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-71197b3f5c7b08fe,sim-b2e0afdd2b7dd7104a90c0184ff1eca4e0ca071adcde0167ad168902d257ea1c,1,F,601,pulse,low,normal,L,excitatory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-b815c98f25ddee16,sim-7c0ee7bfeba582b0176cd0751e99c31383f93ddbc582ddb6a676f6fc31728021,1,F,601,pulse,low,normal,L,inhibitory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-e997bb37ce1f10ab,sim-e1b2ea044339ed97a880786e6debb67acc60bb04352279e381d78c9018c4f5aa,1,F,601,pulse,low,unilateral,L,none,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-2dfc85af7731410e,sim-f5958aeff4e2d0fb287f7cbb8aec0a25ead5f3aad904eeaa62865c4d7468d30a,1,F,601,pulse,low,unilateral,L,excitatory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-670b257493d8c50c,sim-165625115f51f924f24831a936e50c432eeaebb444fb27c2fe814b7a4144d60b,1,F,601,pulse,low,unilateral,L,inhibitory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-5a50e922a3ab9946,sim-9d095ea8149bcf02cdd46066d5bb8a484ea1ed15096f785172fce33773ed9981,1,F,601,pulse,low,bilateral_high,L,none,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-e1fa8bcd9f3353ad,sim-6aa5a64a6cb67729a86b326332b206204d012ed8b502357b782762febebfb489,1,F,601,pulse,low,bilateral_high,L,excitatory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-b87632b318637a6f,sim-c67a0e932728f08a2d56060a5a194362d3eecc410488e36f0cec10db1f141683,1,F,601,pulse,low,bilateral_high,L,inhibitory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-ba08350f94b779ba,sim-435c1320ae468b8898d65651a144b4f4e65b5d5573b1130d7917cb8de6af4920,1,F,601,pulse,medium,normal,L,none,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-d1a8ac6b4860f4e6,sim-ac316aeaa296836b63437fa4f2b4937d88d9c46a47cd7b5fa1a2f27018730c48,1,F,601,pulse,medium,normal,L,excitatory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-a4860ebb1632b447,sim-00fdb922a72a5f31a030319c79f49d905ce893daac513c5b396ef70d0a8754f4,1,F,601,pulse,medium,normal,L,inhibitory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-8a9725c58cc99ae7,sim-980307488cccf3c0ec4c99caf54aac36b870b8ec5021cd43172fb975a4194e9a,1,F,601,pulse,medium,unilateral,L,none,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-38a6d7965ffa1b78,sim-8e2febc6c9b3bf09cb1b223e32ef2f2357930b03adc71c751a1e0fb2f5042c1a,1,F,601,pulse,medium,unilateral,L,excitatory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-e1c79dc450c48b32,sim-9c43f35a472739767d5ad72a0574b27b5a3f046686a8328a599317dfe5d45100,1,F,601,pulse,medium,unilateral,L,inhibitory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-f3da4308228842b1,sim-5f6d682f87cd49e8ad641ed82b7a3be05d0fb39c578ae64d2f21a430556d894a,1,F,601,pulse,medium,bilateral_high,L,none,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-66409e23d067b3d8,sim-d533a874dadb580bdafc35d73f7f49d9f6c5eea4a603af70d90344743c02e7c9,1,F,601,pulse,medium,bilateral_high,L,excitatory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-6c9313152b66045a,sim-0fa1dc38f8ab7d441d6442b6912309fcd747ccfbcdb4ee140537fc018c416a89,1,F,601,pulse,medium,bilateral_high,L,inhibitory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-f5677971a08f2ea5,sim-2abae3b000761d302c1a4e1d1d03fae7460ce7718c10fc9827b4de7231ae780f,1,F,601,pulse,high,normal,L,none,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-bd761f7c4eeb6436,sim-6c314526d49a8810904f55e3405a7ee923987a616c503334ef6192afb1ba66c3,1,F,601,pulse,high,normal,L,excitatory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-3cc8377849a5cabb,sim-9b99a47d23ec3c32ede5089c5df71d03862534be683ab3883781f6ced06299b6,1,F,601,pulse,high,normal,L,inhibitory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-bd9f285c8537a51a,sim-1687f8608b0f78b6f79a1562fde51cd9bdd418a875d8863bc34966cafba45e6b,1,F,601,pulse,high,unilateral,L,none,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-a4faf4aae25b7956,sim-c6fd2fa836aea366b80dd94991de21c3e396516b062be382258acf79d52ead98,1,F,601,pulse,high,unilateral,L,excitatory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-918d7fc1c4a8787a,sim-efd6aae0e74cbb8f9c342a4a04c3c83e7357d3563f3e94c9f10992298ce57f34,1,F,601,pulse,high,unilateral,L,inhibitory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-4efc9681ddccc635,sim-8fff982cfe83803fea928beec16698476e983f380b5ce007f73824db082e7701,1,F,601,pulse,high,bilateral_high,L,none,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-a3c5de8c753b4305,sim-3b25752c00fd8af9563d80047b349ad3e6b750c5a341b78d04204b910989991f,1,F,601,pulse,high,bilateral_high,L,excitatory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-2398040808bfd067,sim-ec21dd4314a8b0f995a756bf325d8df8ddf89424b96aac96dc3131d40253e580,1,F,601,pulse,high,bilateral_high,L,inhibitory,V1Ia,dynamic,V1Ia,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ia_A1M1
F-c4fa7d4c2445113b,sim-432760137eb87e262d8ca8c6d913d3b622534f84370c4fd29d90be0d57cfa5b4,102,F,601,pulse,low,normal,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-767283539c68d8fb,sim-7644dc6cf2b51fa37f3928eade7e9449a8eb72eda77d6dcaf7f04b77dd93d1ea,102,F,601,pulse,low,normal,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-f44db75f1490a8e0,sim-e21a47fea7a07980facb42be574bb90511846956abf8b94176eb02125c09b89c,102,F,601,pulse,low,normal,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-90449b57b3e418ac,sim-839acf8792aba7d0834e429699c8bc4b00d256ba4715b1ac5effd271878efe5a,101,F,601,pulse,low,unilateral,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-f5ead3d4ae67ed9f,sim-337dcb5e9fe33c42fe377718d7ffcddb1b61cedb692b0ac925a6cb4ca285c870,101,F,601,pulse,low,unilateral,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-346ee9773fffc70b,sim-21bc4196b2110292d6ea40f9519e3149ba599e6a548822c608742304a832e309,101,F,601,pulse,low,unilateral,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-487e1fb85ec51f46,sim-8f7c464bfaef6d9872ba8faf3688d8a27ee773b55f326156f7566237b90ed70f,101,F,601,pulse,low,bilateral_high,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-27f9e6daeb710e44,sim-17ff8fd806376cb21272a515e05de70d1d60dc76ddde1951f774d7e030f81ef7,101,F,601,pulse,low,bilateral_high,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-68776d3abd755501,sim-612961f1a77ad8ea76087a0ca1f29af126a16a30e5e1986c3fe11204cdb8064c,101,F,601,pulse,low,bilateral_high,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-c999c5f2d81b82bd,sim-3100a4c9d64d55ef35d6b88bbce790463db848910a62205b835f8c408378c688,103,F,601,pulse,medium,normal,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-eb215460cd78bfc2,sim-14c7b8359ea417faf140e04d372c39164947017b9cfb7a082fcf8086724810d4,103,F,601,pulse,medium,normal,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-6afad3f6825c5ffb,sim-74702bb7abe0bcb4d4e1b3725d686a36562aef742284caf692d9ba33ca567deb,103,F,601,pulse,medium,normal,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-bfa5fa1b5a843bc6,sim-3867101d55873c9d6a6597b1ead96e0c8aca4b01888470cb05f122f8c21f9ba4,101,F,601,pulse,medium,unilateral,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-4107721b3ad63ade,sim-2285a2381258c0d50f6ecdc6c296dbbe4d18f026fcab6ff2fe0b1a09db4c20d3,101,F,601,pulse,medium,unilateral,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-9d49019328b73736,sim-81493437e8e1328aa9889beaf5f5482bcdfd201b337ff653a47db2696f87f447,101,F,601,pulse,medium,unilateral,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-44e8975cc24fed78,sim-012cc43ccf3c5db1d1a0cb4ea20b98b9a106efddaefcf0f0dd704bb4f87183f4,101,F,601,pulse,medium,bilateral_high,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-89a13604cdd88235,sim-9933dfa3762765d607401c30636d67c80e1a43b3c0cfd7e18e762b0a62c62135,101,F,601,pulse,medium,bilateral_high,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-cca0701fd41be4ed,sim-68bf77a1d6e2efe0ad530385ab5858fb3afc390a4980eeddb89586fd443e7dc4,101,F,601,pulse,medium,bilateral_high,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-f02dcfee5ec7b905,sim-63e39df0624d9477ffc03e1e3ae426e7a7a24d9044a398f44504c01390c33111,102,F,601,pulse,high,normal,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-9bfdc7926f0053e4,sim-9b64661a90bd62b6394f18ccdaead07412af9c8196de2128630a3a554edc317a,102,F,601,pulse,high,normal,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-e0fb527cce8bf16e,sim-a89cb355605461dced7273f3338d19c6f90f621b72a3a8a2993e170505ffdb08,102,F,601,pulse,high,normal,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-c1a765aed9184063,sim-004ade17fe779a3de02ab4ec94be8118df2203d3462df87b11e9012ee1debe08,101,F,601,pulse,high,unilateral,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-4149b17f03c190bb,sim-c7cbd9689b0896cfb9ad89aeca887981e0f242b6c4f01e2368cac44df6195cbf,101,F,601,pulse,high,unilateral,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-844b9040e6c46638,sim-b02eb357022afa0a353479c09c7b89667667afb848d475614d13760dd5ced3a9,101,F,601,pulse,high,unilateral,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-42d738bbed165e8d,sim-5879fee38d056c37aa793faf69f22ee5c66f0dfbb9540b3dc2e9d2210f442eaf,101,F,601,pulse,high,bilateral_high,L,none,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-9d9c357457b51d5f,sim-4b6bf86dc120ab118f0f7bf187f36129bb5856b743bef37b199ee6e80fc94ef2,101,F,601,pulse,high,bilateral_high,L,excitatory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-02840fd1cdd5a75b,sim-7e511d4d1387f45e4fca2247dd360a64974b111a1b13c31dc7f754bb8ff1ac53,101,F,601,pulse,high,bilateral_high,L,inhibitory,none,dynamic,none,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M0
F-8eb5c652dbb64c76,sim-69028234e55a410ccd782456b57371e4b5d1b175a57c95195e78bd24b323b112,11,F,601,pulse,low,normal,L,none,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-15d235b924ab2211,sim-4064106f8b6eb801bd78e7d6ec2d192a8ab7b620844f12a47b44aabce76ad3b8,11,F,601,pulse,low,normal,L,excitatory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-57ced6deb73ab881,sim-4644af77610ae3d845c5128cbf40315fb7fe32132ba8367b8430831d0bb41965,11,F,601,pulse,low,normal,L,inhibitory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-0146c30d334d041d,sim-561f294e85e659c1fc4a47f15c6a055e23bd45a1a01efe9feedff7d5f1cf00b4,11,F,601,pulse,low,unilateral,L,none,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-247da5df56b68e75,sim-c36afde51a7fdd0a671dbc509447720083cfe05d471a9393aae20cef51e10dc6,11,F,601,pulse,low,unilateral,L,excitatory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-9ff4cc363f528dd9,sim-d9252586c9d34276d14f7be8b272672d5126337b6d2fe6b6c9a93f464df232a9,11,F,601,pulse,low,unilateral,L,inhibitory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-cfdd9bca37835091,sim-4c6895267d1c0b137e4bb6eb4ad10f56e394e4ac57b6a012d60ca3241041baaa,11,F,601,pulse,low,bilateral_high,L,none,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-b607c469e2822cdc,sim-fb4362c573eb0a0f8b88c36f6f3946f3282f8cf8682249b1fec8030f625dde0d,11,F,601,pulse,low,bilateral_high,L,excitatory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-992de9484cc5385d,sim-a3ee4753b74bc0e33f9185d7d076d3d9f15b2fadef0530d99577b7201b8e5252,11,F,601,pulse,low,bilateral_high,L,inhibitory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-e8ee5141fe1dbdd7,sim-1d8eef86f2ba23dd81b2b74237d0859c3831b2417fc6a9ce67f64ef331ee908a,11,F,601,pulse,medium,normal,L,none,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-79fb7989a3435b2f,sim-2915ae772017f9e8c901942a1d92a34ca27d386d7fee71b0830cab94a61d44ea,11,F,601,pulse,medium,normal,L,excitatory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-36c95391bda97ebd,sim-f8e0ef4bb59c9942196df8861782dba0f48024c2b641009aa251700d1211bbc0,11,F,601,pulse,medium,normal,L,inhibitory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-69a97b45fae18918,sim-8791ae4c2c26abda9b757e71e212c279f1582cc77099e201db3c910087ce30d3,11,F,601,pulse,medium,unilateral,L,none,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-ca02d13555a06985,sim-803476a06b0f89328902ce95a2f6952c4e70d124875dbe9bc32aa35ee1945358,11,F,601,pulse,medium,unilateral,L,excitatory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-f26605e950f8034e,sim-e40bd5aca9f7b70e9193b93c2634002f717266e2b8e91a6ea2d8254bf77b48ff,11,F,601,pulse,medium,unilateral,L,inhibitory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-a53cf2dfbd1ca130,sim-daf63e185204421ccae9accab0c7f8cc9bbddf2241cc910c00fa554ced2d6f62,11,F,601,pulse,medium,bilateral_high,L,none,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-191ffcd1d3ee486c,sim-68dc2558b231586b2604259832d6e7d5dc447979ad11b00bd6d50efd5f038401,11,F,601,pulse,medium,bilateral_high,L,excitatory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-163ea383ed1cb85d,sim-148df15ea965e2c3cb88522ce2996f926281e36edf3e9114102d30d6f3ee4792,11,F,601,pulse,medium,bilateral_high,L,inhibitory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-671142c60d1da92f,sim-b11547c3e814adb5512bfc04e6557784cca2079df7cacccfd0582cfed21028cd,11,F,601,pulse,high,normal,L,none,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-3b0ea94fcfc4f242,sim-b2c52d1837df0763c1d5a5d65d6023e0857a2a746ac1dd64dd80274f01c26899,11,F,601,pulse,high,normal,L,excitatory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-6d7dc12bb55e74f9,sim-0fa663d83b416d2e4f6c07ee2e77ab7822c14842346fb5f87254d8133972fbd2,11,F,601,pulse,high,normal,L,inhibitory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-01427d2b8e1563b1,sim-e8d909f2ad5d7e86115ee3fa81d3df51ef2a2197e109d0c3dfb19bb1d481f2b0,11,F,601,pulse,high,unilateral,L,none,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-9a5f3e29a43479e2,sim-2c09c09c98253e1755807753a49c74816adbca72385029f0836f57997dbb2690,11,F,601,pulse,high,unilateral,L,excitatory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-95392de34ad33c66,sim-a345bf920a69e86a9e7169155c07a36a6f2fb3a588cefefd49699a868df04b35,11,F,601,pulse,high,unilateral,L,inhibitory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-466ed232bfb006d5,sim-5cba97f4110b9a9da9f256b24361af817fe13727f35fddff1083762e2d6b5d5d,11,F,601,pulse,high,bilateral_high,L,none,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-1b0094979819fad3,sim-8900ec24f26c410cffb0eb066ba7b7f4ccea66481d85439494c76cf2bba92819,11,F,601,pulse,high,bilateral_high,L,excitatory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
F-dd8d4f5d40421e5c,sim-5db9b294a16b0b514e36e9f0c59967e21a8f8c7fc3830197059ac14965e002a1,11,F,601,pulse,high,bilateral_high,L,inhibitory,none,dynamic,V1Ren,RG+PF+MN+V0D+V0V+V2a+V3+V1Ia+V1Ren+V2b,dynamic,factorial_V1Ia_M_V1Ren_A0M1
